projectID,Llama'd?,Ticker,Name,Website,Primary Chain,Chain,Contracts,Category,Asset Class,Type,Issuer,Issuer Source Link,Issuer Registry Info,Redeemable,Attestations,CEX Listed,KYC,Transferable,Self Custody,Token Status/Potential Airdrop?,Notes,Claimed TVL,On-chain TVL,Active TVL,DeFi Active TVL,Derivatives,RWA Classification,Access Model,Coingecko ID,Coinmarketcap ID,Pool ID,Twitter,Holders to be Removed from Active TVL,ISIN
x,x,bCSPX,Backed CSPX Core S&P 500,https://www.backed.fi,ethereum,"ethereum; sonic; base, gnosis; avax; polygon; bsc; arbi",ethereum:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59; base:0xc3ce78b037dda1b966d31ec7979d3f3a38571a8e; sonic:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59; gnosis:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59; avalanche:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59; polygon:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59; bsc:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59; arbitrum:0x1e2C4fb7eDE391d116E6B41cD0608260E8801D59,Tokenized Stocks & Equities,Equity index / basket token,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/terms-of-service,"Backed Assets (JE) Limited – private limited company incorporated in Jersey under the Companies (Jersey) Law 1991, registered in the Jersey companies register (no. 152608) with registered office First Floor, La Chasse Chambers, Ten La Chasse, St Helier JE2 4UE, Jersey. Issuer of tokenized tracker certificates under an FMA‑approved EU prospectus passport; LEI 984500001AB7C6C7F577.",✓,x,x,x,✓,✓,x,Backed Assets (JE) Limited is the Jersey issuer of the Backed CSPX Core S&P 500 tracker certificate (bCSPX) under the Backed prospectus passported via the Liechtenstein FMA.,x,x,x,x,x,Real RWA,Permissionless,backed-cspx-core-s-p-500,,b8b26441-4a0c-47c4-aa62-913f9e731018;e5dbbf55-7502-41d5-927c-9ae84519d24f,https://x.com/BackedFi,,
2807,✓,STBT,Matrixdock Short-term Treasury Bill Token,https://www.matrixdock.com,ethereum,ethereum,ethereum:0x530824Da86689c9C17CdC2871Ff29B058345b44a; bsc:0x61B7A0Bb3986e40eC06f3184DA6153c4B3F6233f,"Tokenized Funds (T-Bills, Bonds, MMFs)",Tokenized T-bills,Asset,Matrixdock,https://matrixdock.gitbook.io/matrixdock-docs/english/legal/token-terms-and-conditions/stbt-terms-and-conditions,"Matrixdock brand operated by MATRIXDOCK PTE. LTD., a Singapore private company limited by shares incorporated in 2023 and registered with ACRA under UEN 202518853H, with registered office at 10 Collyer Quay, #40‑00 Ocean Financial Centre, Singapore 049315.",✓,✓,x,✓,x,✓,x,"Short‑Term US Treasury Bill Token (STBT) is Matrixdock’s flagship tokenized T‑bill product for KYC’d investors, with legal terms published in the STBT Token Terms and Conditions.",x,x,x,x,x,Programmable Finance,Permissioned,,,5fe2b0c5-c65a-488f-bb8a-85f8b6ea27ac;1d5e53ac-1fa8-496e-a788-8c2cf37533df,https://x.com/matrixdock,,
2807,✓,wSTBT,Matrixdock Wrapped STBT,https://www.matrixdock.com,ethereum,ethereum,ethereum:0x288A8005C53632d920045b7C7c2e54A3f1Bc4C83; bsc:0xD3AEe55d9A15A21EF31c4b1cfD2D5B5C2215453A,"RWA Yield / Wrapper;Tokenized Funds (T-Bills, Bonds, MMFs)",Single asset RWA wrapper,Asset,Matrixdock,https://matrixdock.gitbook.io/matrixdock-docs/english/non-rebasing-stbt-wstbt/legal,"Matrixdock brand operated by MATRIXDOCK PTE. LTD., a Singapore private company limited by shares incorporated in 2023 and registered with ACRA under UEN 202518853H, with registered office at 10 Collyer Quay, #40‑00 Ocean Financial Centre, Singapore 049315.",✓,✓,x,✓,x,✓,x,"wSTBT is the non‑rebasing, wrapped version of STBT issued under the same Matrixdock product framework; wrapping preserves exposure to the underlying STBT position.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/matrixdock,,
x,✓,WTGXX,WisdomTree Treasury Money Market Digital Fund,https://www.wisdomtree.com/investments/digital-funds/money-market/wtgxx,ethereum,ethereum; arbitrum; avax; base; optimism; stellar,ethereum:0x1feCF3d9d4Fee7f2c02917A66028a48C6706c179; base:0x5096b85Ed11798fDdCB8b5CB27C399c04689c435; avalanche:0x870FD36B3bf7f5abeEEa2C8D4abdF1dc4E33109d; Arbitrum:0xfeb26f0943c3885b2cb85a9f933975356c81c33d; optimism:0x870FD36B3bf7f5abeEEa2C8D4abdF1dc4E33109d; Plume:0xCF7a8813bD3bdAF70A9f46d310Ce1EE8D80a4F5a; Stellar:GDMBNMFJ3TRFLASJ6UGETFME3PJPNKPU24C7KFDBEBPQFG2CI6UC3JG6,"Tokenized Funds (T-Bills, Bonds, MMFs)",Money market fund,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"WTGXX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Treasury Money Market Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,bTSLA,Backed Tesla,https://www.backed.fi,ethereum,ethereum,ethereum:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038; arbitrum:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038; gnosis:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038; avalanche:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038; base:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038; polygon:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038; bsc:0x14A5f2872396802C3Cc8942A39Ab3E4118EE5038,Tokenized Stocks & Equities,Single stock equity token,Asset,Backed Assets (JE) Limited,https://assets.backed.fi/terms-of-service,"Backed Assets (JE) Limited – private limited company incorporated in Jersey under the Companies (Jersey) Law 1991, registered in the Jersey companies register (no. 152608) with registered office First Floor, La Chasse Chambers, Ten La Chasse, St Helier JE2 4UE, Jersey. Issuer of tokenized tracker certificates under an FMA-approved EU prospectus passport; LEI 984500001AB7C6C7F577.",✓,✓,✓,✓,✓,✓,x,Backed Assets (JE) Limited is the Jersey issuer of the Backed Tesla (bTSLA) tracker certificate under the Backed prospectus passported via the Liechtenstein FMA.,x,x,x,x,x,Real RWA,Permissionless,backed-tesla,,,https://x.com/BackedFi,,
x,x,FLTTX,WisdomTree Floating Rate Treasury Digital Fund,https://www.wisdomtreeconnect.com/digital-funds/fixed-income/flttx,ethereum,ethereum; arbitrum; avax; base; optimism; stellar,ethereum:0x98F865Bd2E5a3e289b8CCA54f24A7Eeb2bBa56cE; base:0xcE6C2fDF6676e80F29D7f15B012A3a92cA3008C4; avalanche:0xDC8E5A4954B1B4245E910Fc17C9B4E4aa407595D; Arbitrum:0x3b9C11cB16B4c9EeB1408dad409afbe800AbDE3f; optimism:0xDC8E5A4954B1B4245E910Fc17C9B4E4aa407595D; Plume:0x3A446721A8818c8DdE3EB9Bfa5Bb3Cd9e8532109; Stellar:GBTZKH3RNKW46XEZNCGZEBAGJISKDZKQXKSQ2N5G5SFX36TLWKKR6QJ6,"Tokenized Funds (T-Bills, Bonds, MMFs)",Credit / corporate bond fund,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"FLTTX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Floating Rate Treasury Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,WTSIX,WisdomTree Short-Duration Income Digital Fund,https://www.wisdomtreeconnect.com/digital-funds/asset-allocation/wtsix,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0x518FB6aFeFea9bB0A5135014d8032EDEe4a8B1eC; base:0xCf997c6A8DbdC1449e4dDE59Dbdf9cf6dA9d41c1; avalanche:0x69690e156Ab458901a4B71C3Fc5f5b8A598B931d; Arbitrum:0xf414bFBE375941b1BA91B1A5683FE2C59d2c7b9B; optimism:0x69690e156Ab458901a4B71C3Fc5f5b8A598B931d; Plume:0xdB6C0e250383bce1659Df87621D8a85FCB2e91e1; Stellar:GAD22PDBRFEMXAKPFDP4JGDFWKKD6VPXWUWEAXBS6ZYJYFFQDUN7HAFG,Tokenized Stocks & Equities,Equity index / basket token,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"WTSIX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Short-Duration Income Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,EQTYX,WisdomTree Siegel Global Equity Digital Fund,https://www.wisdomtree.com/investments/digital-funds/asset-allocation/eqtyx,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0xA14669a76B12F94d6Ad09304aD15905e900a6E25; base:0xf4A3d6Da7E5F8A262B731DeEE62549C2c05035F5; avalanche:0x8ac0d6B94AE23ad40407BC4DC16D74F09131EB48; Arbitrum:0x6bb04085922d08d1c7De0Cfe95f7626a6F54Be95; optimism:0x8ac0d6B94AE23ad40407BC4DC16D74F09131EB48; Plume:0xe4B687CF0070D62B9D6d202BFbE410f45db07Cff; Stellar:GAKODZFS4MV36JGDTULJACWJKBJCO33CJTVTWSQFSUV7XLZJNXTDH6D6,Tokenized Stocks & Equities,Mixed RWA fund,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"EQTYX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Siegel Global Equity Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,LNGVX,WisdomTree Siegel Longevity Digital Fund,https://www.wisdomtree.com/investments/digital-funds/asset-allocation/lngvx,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0x2EcAD4280b7720Ba4F3830B47AB8eF2dA4763f04; base:0xC290Ff6eE86454B83a31C61010cd50DD53A56F24; avalanche:0xf5FE77F469e598ECD2c08E5f874c206f8CFEe807; Arbitrum:0x777A4d310cf66C1D272c7cd17Bd054a456A26d34; optimism:0xf5FE77F469e598ECD2c08E5f874c206f8CFEe807; Plume:0x7008c33b50DcB55FAb47AA5b5f0B293cb0D17e54; Stellar:GAHOGWBAWNIKESGNNW7Y7JU5KL54HIEHJGY6Y5QLY6YR3J7WZIDHLC6D,Tokenized Stocks & Equities,Mixed RWA fund,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"LNGVX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Siegel Longevity Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,MODRX,WisdomTree Siegel Moderate Digital Fund,https://www.wisdomtree.com/investments/digital-funds/asset-allocation/modrx,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0xFb20015Fb2047320a0f1c209f35c6432147770E8; base:0x90A5aAD303D2170Bc846cd1237939Ac537F224A1; avalanche:0x06EE92531ff2C8fDB5348b31B41DF0F9a3a1CA97; Arbitrum:0x496D35292D68c988Ba37668cA92AafdaF5c35415; optimism:0x06EE92531ff2C8fDB5348b31B41DF0F9a3a1CA97; Plume:0x3A269F19A624F8a822712393CbF37fc8BA667056; Stellar:GANULT25TFO6V6BFWSEG4VSCR4QXBNHV5T344R2AFZEPE6B324LVLOOJ,Tokenized Stocks & Equities,Equity index / basket token,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"MODRX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Siegel Moderate Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,TECHX,WisdomTree Technology & Innovation 100 Digital Fund,https://www.wisdomtree.com/investments/digital-funds/equity/techx,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0x1A17f2bdb023e516F1b32b121F332fA931802A9F; base:0xF21cEDcEB91979C7877B98D4D60190215a5e6dC7; avalanche:0x7f259541089253a037E1367Ac09Beed98F1A7974; Arbitrum:0x5EF799DcE2E8272B4A72a62c0d34250Ef7e42ac0; optimism:0x7f259541089253a037E1367Ac09Beed98F1A7974; Plume:0xD19F630F950D6289713463AB50fAf8A792d8539A; Stellar:GDSAW27GPR7EWKPTFDPGN2WWZYUHBFKVDBLOUUEKSNKHID4ZWUVOBF5R,Tokenized Stocks & Equities,Equity index / basket token,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"TECHX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Technology & Innovation 100 Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,SPXUX,WisdomTree 500 Digital Fund,https://www.wisdomtree.com/investments/digital-funds/equity/spxux,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0x873d589F38abBCDD1fCA27261aBA2F1aA0661d44; base:0xfec440FdF48860FF6E2265BD1ef9Cae8bB2cCe8a; avalanche:0x1A149E21bd3E74b7018Db79C988B4Ba3bbC1873d; Arbitrum:0x4122047076a1106618e984a8776A3F7bbcB1d429; optimism:0x1A149E21bd3E74b7018Db79C988B4Ba3bbC1873d; Plume:0x4182704f3f9673B2d99B9F5211aE93AB1E43e67D; Stellar:GDJBVX3QA5HJPBSAU5VIX2W6MC37NU4UFXPKEGK42SJCYN6AEQ4Z6COM,Tokenized Stocks & Equities,Equity index / basket token,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"SPXUX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree 500 Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
x,x,WTLGX,WisdomTree Long Term Treasury Digital Fund,https://www.wisdomtree.com/investments/digital-funds/fixed-income/wtlgx,ethereum,ethereum; arbi; avax; base; op; plume; stellar,ethereum:0x4D682cBD74a67B1fFE97A2bb78475a16Efe23e8A; base:0x8A4AD570238002E49f9A2681398BF9C822302eee; avalanche:0x449331E1f93b0dBe0d54A7cE8BB3a5585F27848a; Arbitrum:0xF9cBf82f5A609a59fb53864FE1B01e010daF6C27; optimism:0x449331E1f93b0dBe0d54A7cE8BB3a5585F27848a; Plume:0x2FE0605645E6A26d3ca0d9f4F8d57F07AE08AA98; Stellar:GAK7PE7DD4ZRJQN3VBCQFBKFV53JGUM2SQATQAKLFK6MVONPGNYK34XH,"Tokenized Funds (T-Bills, Bonds, MMFs)",Sovereign bond fund,Asset,WisdomTree Digital Trust,https://www.sec.gov/cgi-bin/browse-edgar?CIK=0001859001&owner=include&action=getcompany,"WisdomTree Digital Trust – Delaware statutory trust registered with the U.S. SEC as an open-end management investment company under the Investment Company Act of 1940, filer CIK 0001859001. The listed tickers (WTGXX, FLTTX, WTSIX, EQTYX, LNGVX, MODRX, TECHX, SPXUX, WTLGX, WTSTX, WTTSX, CRDYX, TIPSX, WTSYX) are separate series of WisdomTree Digital Trust.",✓,✓,x,✓,x,✓,x,"WTLGX represents digital shares of the WisdomTree Digital Trust series ""WisdomTree Long Term Treasury Digital Fund"", an SEC-registered 1940 Act fund whose underlying portfolio holds traditional securities; the token is an on-chain representation of interests in that RWA fund.",x,x,x,x,x,Programmable Finance,Permissioned,,,,https://x.com/WisdomTreePrime,,
